brand,model,year,adid
Mercedes-Benz,E200,2022,195530015
Jac,J7,2022,195799272
BMW,X1,2020,195931497
Seat,Arona,2022,195933004
Mercedes-Benz,E200,2021,195932425
Seat,Toledo,2017,195936132
Chery,Arrizo 5,2022,195933673
Mercedes-Benz,E350,2019,195937462
Ford,Fusion,2018,195597717
Alfa Romeo,Stelvio,2020,195936572
Hyundai,Elantra,2022,195840596
Chrysler,Town and Country,2003,195941558
Mercedes-Benz,C180,2021,195943235
Nissan,Sunny,2022,195934378
BYD,F3,2023,195944759
Mazda,3,2015,195944612
Jac,J7,2022,195943325
Renault,Logan,2016,195943997
Kia,Cerato,2021,195944548
Renault,Logan,2020,195945990
Nissan,Sentra,2016,195959785
Toyota,Corolla,2004,195941876
Kia,Cerato,2011,195946946
Peugeot,5008,2022,195946229
Chevrolet,Lanos,2012,195940371
Mercedes-Benz,C180,2019,195959714
Mercedes-Benz,C200,2020,195818920
MG,MG 5,2020,195948491
Hyundai,Accent,2000,195959654
BMW,320,2022,195960848
Mercedes-Benz,E300,2020,195562309
Renault,Kadjar,2018,195959213
Kia,Cerato,2017,195975775
Land Rover,Range Rover Sport,2010,195962889
Renault,Sandero Stepway,2022,195897080
Renault,Fluence,2016,195963070
Mercedes-Benz,C180,2016,195927387
Hyundai,Elantra,2008,195863651
Toyota,Belta,2022,195964944
Suzuki,Dzire,2022,195863370
Opel,Insignia,2016,195965144
Kia,Cerato,2021,195947259
Kia,Sportage,2017,195767923
Geely,Other,2022,195965653
Lada,Granta,2018,195873455
Proton,Waja,2010,195967722
Mercedes-Benz,E300,2018,195966586
Hyundai,Tucson,2017,195980676
Kia,Xceed,2022,195858989
Renault,Logan,2018,195678741
Fiat,500X,2022,195751313
Ssang Yong,Tivoli XLV,2020,195980294
BMW,Other,2023,195979970
Toyota,C-HR,2017,195980332
BMW,520,2014,194687227
Nissan,Sunny,2022,195981373
Opel,Insignia,2017,195981754
Land Rover,Velar,2022,195981544
BYD,F3,2019,195997873
Mercedes-Benz,C180,2022,195867931
Mercedes-Benz,GLC 300,2021,195981863
Chevrolet,Lanos,2016,195973403
MG,6,2021,195961400
Fiat,Tipo,2018,195984378
Nissan,Sunny,2021,195984488
BMW,520,2005,195917781
Mercedes-Benz,CLA 200,2022,195984598
Opel,Insignia,2018,195984318
Mercedes-Benz,B150,2006,196003846
Mitsubishi,Lancer,2017,195847780
MG,HS,2021,196004023
Mercedes-Benz,CLA 200,2022,195900123
Mercedes-Benz,A200,2014,196002737
Kia,Sportage,2021,196003998
Nissan,Sunny,2021,196020463
Renault,Logan,2015,196008707
Mercedes-Benz,E250,2010,195208811
BMW,316,2003,196018653
Seat,Leon,2014,196022204
Jac,J7,2022,196025509
Kia,Soul,2012,196024852
Nissan,Sunny,2019,196025859
Renault,Kadjar,2018,196025880
Cadillac,Escalade,2017,195861605
BMW,318,2017,196029801
Hyundai,Elantra,2008,196026645
Bentley,Continental,2015,195857520
Chery,Tiggo,2022,196030194
Toyota,Corolla,2019,195923064
MG,MG 5,2022,196044676
Mercedes-Benz,E180,2016,196046978
BMW,218,2021,195940459
Renault,Megane,2018,196047244
BMW,520,2005,196047091
Audi,Q2,2020,196047302
Suzuki,Van,2016,196046551
Renault,Duster,2015,196047337
Volkswagen,Passat,2020,196042992
Chery,Tiggo,2022,195767418
Geely,Emgrand 7,2015,196047945
Renault,Logan,2015,196048203
Suzuki,Dzire,2022,195643536
Subaru,Impreza,2008,195957899
Brilliance,H530,2022,195515279
Renault,Megane,2019,195958259
Mitsubishi,Lancer,2014,196067916
Opel,Astra,2012,196066224
BMW,318,2017,196068116
Nissan,Other,2009,196066192
Mercedes-Benz,S500,2007,196068599
BMW,520,2020,196068347
Chevrolet,Malibu,2021,195968598
Chevrolet,Optra,2022,196082828
BYD,L3,2022,195766434
Kia,Sportage,2018,195977141
Nissan,Sunny,2012,196084381
BMW,X5,2018,196084710
Opel,Insignia,2014,196076025
Chevrolet,Optra,2009,196084932
Hyundai,Elantra,2007,196084435
Fiat,Doblo,2015,196085266
Proton,Gen-2,2008,196070303
BMW,520,2018,196086256
Audi,A4,2013,196100603
MG,6,2021,196086408
Jaguar,XF,2013,196101992
BMW,316,2006,196101309
Hyundai,Tucson,2022,195996467
Hyundai,Getz,2009,196101452
Seat,Leon,2014,196102649
Mitsubishi,Lancer,2016,196102362
Hyundai,Elantra,2018,196103347
Citroen,DS7,2019,195868961
Fiat,Tipo,2020,196107921
BMW,X5,2023,196102988
Renault,Kadjar,2022,195991363
MG,RX5,2022,196085535
Kia,Xceed,2022,196108110
Skoda,Rapid,2013,195991925
Honda,Civic,2018,196001084
Toyota,Fortuner,2013,196108657
Toyota,Corolla,2021,196108320
Seat,Ateca,2020,196109560
Mercedes-Benz,E180,2018,196108820
Citroen,C-Elysée,2020,196110890
Hyundai,Tucson,2019,196111028
Opel,Vectra,2008,196111224
Volkswagen,Other,2005,196113469
BMW,X3,2017,196007396
MG,RX5,2020,196112346
Hyundai,Accent,2021,196023092
Nissan,Qashqai,2017,196129256
Cadillac,Escalade,2014,196132787
Hyundai,Accent,2021,196020502
BMW,X3,2015,194868251
Porsche,Macan,2021,195362709
Chevrolet,Cruze,2016,196135574
Lada,Granta,2021,193958466
Porsche,Cayenne,2020,196133993
Mercedes-Benz,CLS,2020,196136489
Seat,Arona,2021,196148227
Opel,Corsa,2004,196127213
Chevrolet,Camaro,2016,196021019
Mitsubishi,Lancer,2006,196157083
Ford,Mustang,2017,196148479
Kia,Ceed,2017,196150394
Kia,Sportage,2022,196150602
Hyundai,Elantra,2018,196148334
Skoda,Kamiq,2022,196150925
MG,6,2020,196152183
Chevrolet,N300,2016,194925267
Hyundai,Getz,2011,196152196
Mercedes-Benz,GLE-Class,2016,195371955
Dodge,Ram,2009,187317314
Infiniti,Q,2018,196140821
Opel,Insignia,2014,196048269
Audi,A3,2017,196162527
Jeep,Renegade,2016,196162894
Opel,Astra,2017,196163373
Hyundai,Accent,2012,196057718
Toyota,Corolla,2013,196059399
Mercedes-Benz,E300,2010,196059713
Skoda,Octavia,2007,196151769
Nissan,Sunny,2020,196165246
MG,MG 5,2021,196152069
Opel,Astra,2021,196063259
Toyota,Corolla,2021,196167043
Daewoo,Zaz,2004,196174684
Skoda,Octavia,2011,196174465
Mitsubishi,Lancer,2015,196175441
Peugeot,3008,2019,196091962
Tesla,Model X,2018,196175841
Mercedes-Benz,C200,2008,196176436
Mercedes-Benz,E200,2019,196176037
Nissan,Sunny,2023,196187533
Nissan,Sunny,2019,196187652
Fiat,Tipo,2021,196176184
Speranza,A113,2008,196177318
Citroen,C4 Picasso,2015,196177787
Audi,A5,2018,196113457
Fiat,Petra,2004,196126261
Volkswagen,Golf,2010,196177818
Skoda,Octavia,2021,196179245
Mercedes-Benz,E180,2019,196178620
Hyundai,Elantra,2016,196181381
Mercedes-Benz,C280,2008,196180683
Mercedes-Benz,E250,2011,196089449
Mercedes-Benz,S560,2008,196194894
Jeep,Renegade,2019,196195063
Hyundai,Tucson,2019,196176259
BMW,520,2015,196195158
Skoda,Octavia,2021,196207227
Mercedes-Benz,C300,2020,196207570
Speranza,Tiggo,2009,196207802
Mitsubishi,Pajero,2016,196208239
Land Rover,Velar,2019,196105685
Mercedes-Benz,Other,2021,192475900
Speranza,A516,2009,196206311
Renault,Logan,2021,196106632
Chevrolet,Optra,2018,196208092
Land Rover,Range Rover Sport,2022,196209098
Peugeot,5008,2023,196208776
Chevrolet,Optra,2021,196206878
Renault,Logan,2017,196157675
Chery,Tiggo,2020,196217371
Renault,Captur,2016,196167667
Opel,Astra,2019,196217802
BMW,316,2015,196209160
Lada,2107,2004,194165022
Other make,Mahindra,2009,196218789
Jaguar,F-Pace,2018,196219458
Nissan,Sunny,2018,196219522
Hyundai,Elantra,2019,196217808
Suzuki,Van,2022,196219845
Audi,Q5,2010,196220625
Nissan,Sunny,2020,196220575
Citroen,C5,2022,196221437
Jeep,Grand Cherokee,2014,195208032
Mercedes-Benz,C180,2018,196222007
Mercedes-Benz,E200,2023,196222338
Speranza,M11,2011,196221895
Hyundai,I10,2022,196230521
Hyundai,Elantra,2015,196023237
Kia,Sportage,2021,196230614
BYD,F3,2015,196231618
Renault,Megane,2020,196230359
BMW,X5,2018,196230781
Kia,Rio,2015,196231797
Chevrolet,Optra,2019,194502360
Hyundai,Elantra,2022,196232505
Volvo,XC60,2012,196147825
Hyundai,Creta,2021,196233493
Nissan,Sentra,2016,196233877
Fiat,Doblo,2017,196233667
Toyota,Corolla,2001,195670477
Nissan,Sunny,2018,196242864
Kia,Sportage,2015,196208636
Jeep,Cherokee,2012,196242688
Skoda,Octavia,2018,196247426
Jeep,Cherokee,2009,196242995
Mitsubishi,Xpander,2019,196142086
Volkswagen,Jetta,2008,196195978
Porsche,Cayenne,2008,196240496
Porsche,Macan,2017,196242691
Peugeot,3008,2022,196243853
Skoda,Octavia,2020,196243780
Kia,Cerato,2018,196243907
Other make,Other,2020,196000696
Fiat,Tipo,2021,196244041
Nissan,Sunny,2007,196250515
Nissan,Sunny,2023,196250408
Speranza,A113,2013,196251221
Mercedes-Benz,C180,2018,195946635
Peugeot,508,2022,195992927
Mercedes-Benz,C200,2020,196251960
Jeep,Renegade,2019,196249854
Fiat,Tipo,2021,196134242
Fiat,Tipo,2022,196151686
Brilliance,Jinbei,2015,196251878
Toyota,Belta,2022,194977313
Volkswagen,Golf,2012,196251056
Mitsubishi,Eclipse,2021,196253648
Mercedes-Benz,E300,2021,195165460
Mazda,3,2019,196256571
Lifan,320,2015,196256661
Kia,Carnival,2006,194633074
Renault,Fluence,2015,196257555
BYD,F3,2015,196214127
Seat,Ateca,2020,196257868
Jeep,Grand Cherokee,2015,196255791
Seat,Ibiza,2010,196257655
Mercedes-Benz,E250,2015,196256776
Chevrolet,Aveo,2018,196258507
Kia,Cerato,2011,196257544
Renault,Sandero Stepway,2019,196258516
Chery,Tiggo,2021,196258460
Renault,Clio,2004,196258663
Toyota,Corolla,2013,196263515
Opel,Astra,2020,196258794
Hyundai,Elantra,2021,196258676
Ford,Focus,2018,196263820
Suzuki,Van,2014,196264100
Suzuki,Swift,2022,196265543
Peugeot,207,2008,196265023
Opel,Insignia,2016,196265764
Jeep,Renegade,2019,196155871
Mitsubishi,Pajero,2006,196266047
Chery,Envy,2017,196266200
Volkswagen,Tiguan,2020,196163339
Senova,A1,2016,196266753
BMW,X3,2019,196022178
Jetour,X95,2022,196302118
BMW,740,2019,196267151
Peugeot,405,2003,196302286
BMW,X5,2018,196164805
Kia,Picanto,2011,196267257
Opel,Corsa,2013,196267055
Mercedes-Benz,C300,2020,196267901
Kia,Ceed,2019,196266820
BMW,X3,2019,196268493
Volkswagen,Passat,2011,196251527
Mercedes-Benz,CLA 200,2022,196023846
Nissan,Sunny,2020,196309703
Daewoo,Nubira,2001,196267087
Nissan,Sunny,2009,196306493
BMW,418,2022,195980090
Chevrolet,Optra,2022,196306574
Peugeot,3008,2021,196306915
Fiat,Tipo,2020,194844202
Kia,Sportage,2018,196306515
Mercedes-Benz,C180,2016,196203754
Peugeot,5008,2019,196307023
Jeep,Grand Cherokee,2016,196307309
Peugeot,405,2007,196306487
Mercedes-Benz,E200,2022,196306657
Peugeot,407,2005,196311508
Chevrolet,Lanos,2012,196311697
Toyota,Hilux,2008,196312307
Nissan,Sunny,2018,196237307
Fiat,Tipo,2020,196312883
BMW,X5,2021,196210088
BMW,520,2019,196312872
Kia,Sorento,2020,196312902
Chevrolet,Aveo,2020,196312926
Kia,Cerato,2012,196320260
Porsche,Cayenne,2020,196321236
Saipa,Tiba,2015,196255846
Hyundai,Accent,2022,196321749
Kia,Rio,2004,196319937
MG,MG 5,2020,196294654
Hyundai,Elantra,2021,196322731
Kia,Cerato,2008,196322265
Fiat,Tipo,2021,196322429
Chevrolet,N200,2010,196322693
BMW,116,2009,196323134
Volkswagen,Passat,2022,196323263
DFSK,Eagle 580,2019,196322681
Hyundai,Verna,2006,196328068
Porsche,Cayenne,2019,196333001
BYD,F3,2020,196328488
Renault,Sandero Stepway,2017,196225217
Chevrolet,Optra,2021,196336882
Skoda,Scala,2022,196337007
Skoda,Octavia,2014,196338236
Audi,A4,2008,196341128
Mercedes-Benz,C180,2016,196337857
Hyundai,Verna,2012,196342645
Chevrolet,Malibu,2021,196338633
Ssang Yong,Tivoli,2017,196338199
Mitsubishi,Lancer,2008,196342813
Hyundai,Accent,2012,196343108
Renault,Logan,2013,196343184
Chery,Arrizo 5,2020,196342028
Skoda,Rapid,2016,196343891
Seat,Toledo,2018,196343463
Renault,Megane,2018,196356788
Jeep,Cherokee,2019,196344769
Fiat,Tipo,2020,196344149
BMW,320,2008,196343541
Toyota,Corolla,2019,196239876
BMW,525,2009,196241538
Renault,Sandero Stepway,2019,196345297
Citroen,C4 Grand Picasso,2019,196350556
Hyundai,Elantra,2012,196343883
Mercedes-Benz,C180,2012,193641055
Chevrolet,Pickup/Dababa,2009,196350384
Hyundai,Tucson,2021,196351182
Mercedes-Benz,A200,2013,196343127
Hyundai,Verna,2010,196348767
Kia,Cerato,2020,196360030
Nissan,Sunny,2020,196358408
Kia,Other,2010,196357848
Toyota,Corolla,2022,196360293
Chery,Tiggo,2022,196360163
Renault,Logan,2021,195949629
Kia,Rio,2014,196255824
Fiat,Tipo,2021,196365338
Renault,Kadjar,2019,196359933
Audi,A6,2022,196161182
Mercedes-Benz,GLS,2021,196346388
Mercedes-Benz,GLE-Class,2021,196360529
Peugeot,3008,2022,196360483
Kia,Cerato,2018,196365171
Volkswagen,Tiguan,2016,196363607
Mercedes-Benz,C180,2019,196366287
Hyundai,Sonata,2002,196362774
Audi,TT,2002,196366577
Audi,Q3,2023,196361680
Kia,Rio,2015,196339288
Mitsubishi,Lancer,2008,196373676
Speranza,A113,2012,196270215
BYD,F3,2022,196369387
Renault,Duster,2023,196374031
Fiat,Doblo,2021,196366704
Nissan,Sunny,2019,196367707
Nissan,Tiida,2009,196270914
Opel,Grandland,2018,196374536
Peugeot,3008,2019,196271256
Peugeot,508,2018,196360594
Honda,Civic,2017,196379404
Hyundai,Verna,2010,196368945
Ford,Focus,2007,196379868
Renault,Clio,2008,196378214
Chevrolet,Captiva,2020,196357886
MG,6,2022,196156280
Suzuki,Alto,2007,196251961
Skoda,Rapid,2015,196281499
Honda,City,2005,196380000
Mitsubishi,Lancer,2016,196367835
Renault,Clio,2008,196380521
Jeep,Grand Cherokee,2017,196384769
Chevrolet,Optra,2022,196380794
BMW,523,2011,196380664
Hyundai,Verna,2014,196378865
Seat,Ibiza,2019,196288148
Hyundai,Elantra,2019,196391965
Mitsubishi,Lancer,2014,196390713
Mercedes-Benz,GLA 200,2019,196381280
Peugeot,307,2006,196388198
MG,MG 5,2020,196397823
Chery,Tiggo,2021,196396754
Toyota,Corolla,2022,196390741
Mitsubishi,Lancer,2016,196390127
Mercedes-Benz,E180,2018,196397893
Nissan,Qashqai,2019,196397677
Peugeot,3008,2016,196398030
Suzuki,Pick up,2015,196171106
Geely,Emgrand 7,2015,196398311
Kia,Cerato,2013,196403108
BMW,X3,2016,196397960
Opel,Astra,2015,196398117
Mercedes-Benz,CLA 180,2015,196403407
Daewoo,Lanos,2011,196403519
Renault,Duster,2013,196403200
Mercedes-Benz,CLS,2020,196404212
Renault,Logan,2020,196387901
Subaru,XV,2016,196328952
Mercedes-Benz,B180,2014,196387479
Mercedes-Benz,E230,2009,196320249
Nissan,Sunny,2022,196405352
Zotye,T600,2019,196404806
Volkswagen,Jetta,2008,196406027
Jac,J7,2022,196405435
Chevrolet,Pickup/Dababa,2018,190670372
Mitsubishi,Pickup,2007,196400397
DFSK,Glory 330,2022,195765108
Suzuki,Maruti,2011,196381380
Hyundai,Matrix,2006,196406211
MG,6,2020,196410211
Land Rover,Range Rover Sport,2016,196410616
Opel,Insignia,2017,196410682
Volkswagen,Jetta,2008,196410381
Subaru,XV,2014,196410866
Nissan,Qashqai,2017,196410548
BMW,X5,2018,196414127
MG,HS,2022,196414199
Seat,Leon,2014,196413927
Daewoo,Lanos,2001,196410337
Mitsubishi,Lancer,2018,196414456
Fiat,Tipo,2018,196405672
Opel,Vectra,2008,196413589
Porsche,Macan,2015,196312605
Renault,Fluence,2015,196283860
Skoda,Octavia,2010,196414913
Toyota,Corolla,2022,196414765
Skoda,Octavia,2021,196415461
Daewoo,Nubira,2007,196414789
Speranza,A113,2008,196415509
Fiat,Siena,2001,196415556
Renault,Logan,2019,196415833
Mercedes-Benz,E200,2010,196416123
Mercedes-Benz,A200,2019,196423206
BMW,X3,2010,196415956
Toyota,Yaris,2019,196422177
Audi,A5,2023,196424082
Kia,Cerato,2015,196415655
Tesla,Model Y,2023,196424117
Nissan,Qashqai,2017,196424180
BYD,F3,2020,196424313
Jeep,Renegade,2016,196424213
Mercedes-Benz,C180,2020,195974049
Jeep,Liberty,2006,196416142
Kia,Cerato,2010,196312955
Mercedes-Benz,E200,2017,196424948
Toyota,Rush,2022,196323007
Volkswagen,Passat,2018,196428613
Fiat,Tipo,2020,196425243
Land Rover,Evoque,2020,196425160
Geely,Emgrand 7,2014,196428934
Mercedes-Benz,C180,2022,196429161
Mercedes-Benz,C180,2013,196424978
Kia,Soul,2015,196256246
Toyota,Fortuner,2022,196429332
Mercedes-Benz,C200,2023,196436925
Porsche,Cayenne,2019,194870806
Hyundai,Elantra,2022,196429129
Nissan,Sentra,2021,196394000
Nissan,Sunny,2017,196345925
Renault,Kadjar,2018,196436911
Land Rover,Range Rover Vogue,2015,196308944
Mercedes-Benz,C180,2019,196432473
Fiat,Siena,2003,196395277
Hyundai,Accent,2013,196437716
Renault,Duster,2019,196025517
BMW,X3,2016,196437887
Daewoo,Nubira,2008,196441697
Citroen,C5,2012,196437521
Nissan,Sunny,2020,196441879
Hyundai,Elantra,2007,196441909
Renault,Duster,2019,196441774
Kia,Cerato,2018,196442474
Toyota,Corolla,2003,196442191
Nissan,Sentra,2018,196442772
Hyundai,Elantra,2018,196442761
BYD,F3,2018,196440920
Opel,Insignia,2014,196443110
Mercedes-Benz,CLA 180,2018,196443009
MG,HS,2021,196443467
Renault,Logan,2022,196443418
Mercedes-Benz,B180,2015,196443022
Mitsubishi,Lancer,2014,196443609
BMW,X1,2020,196443106
BMW,525,2007,196442741
Jeep,Liberty,2005,196347455
Audi,A3,2008,196442595
Mitsubishi,Pajero,2014,196445897
Fiat,500X,2020,196445906
Land Rover,Discovery,2020,196446085
Mercedes-Benz,GLC 300,2021,195516857
Nissan,Sunny,2012,196446900
Opel,Grandland,2019,196446600
Hyundai,Accent,2010,196379149
Mercedes-Benz,C180,2015,196446274
Volkswagen,Tiguan,2016,196446211
Chery,Other,2018,196454369
Renault,Duster,2018,196453328
Skoda,Octavia,2007,196450679
Nissan,Sunny,2017,196457098
BMW,X5,2007,196455133
BMW,X6,2010,196454892
Jeep,Cherokee,2013,196453886
Mercedes-Benz,C180,2009,195906215
Porsche,Macan,2021,196304016
Changan,Benni mini,2017,196356532
Peugeot,508,2022,196357095
Hyundai,Matrix,2011,196459260
Geely,Emgrand 7,2015,196446716
Kia,Cerato,2015,196450160
Ford,Ka,2009,196459470
Nissan,Sunny,2022,196459450
Skoda,Octavia,2007,196458599
Hyundai,Solaris,2016,196461320
Hyundai,Elantra,2019,196458810
Kia,Cerato,2010,196446058
Suzuki,Maruti,2009,196461449
Audi,A4,2018,196465779
Kia,Sportage,2020,196364203
MG,6,2022,196461474
BYD,F3,2020,196461607
Kia,Sportage,2020,196462181
Hyundai,Elantra,2019,196459504
Kia,Cerato,2004,196461928
Hyundai,Bayon,2022,196462371
BMW,218,2015,196461541
Opel,Insignia,2018,196364138
BMW,X1,2011,196468581
Mercedes-Benz,GLS,2023,196462982
Chery,Tiggo,2022,196463130
Chevrolet,Optra,2008,196468665
Peugeot,3008,2021,196468723
Skoda,Octavia,2022,196468853
Nissan,Qashqai,2019,196463460
Mitsubishi,Lancer,2015,196468682
Nissan,Pickup,2009,196468412
Chevrolet,Lanos,2009,196469955
Hyundai,I20,2022,196469900
BYD,F3,2018,196468867
BMW,X1,2015,196474650
BMW,X1,2014,196474644
MG,MG 5,2022,196474704
Audi,A4,2018,196475250
Skoda,Superb,2018,196474721
Hyundai,Tucson,2020,196469029
Suzuki,Van,2014,196468856
Opel,Astra,2008,196475440
Mitsubishi,Lancer,2007,196469477
Mitsubishi,Lancer,2015,196475431
Daewoo,Nubira,2009,196469514
Nissan,Sentra,2023,196440746
Nissan,Sunny,2020,196463816
Opel,Astra,2009,196475459
Daewoo,Lanos,2005,196475613
Kia,Cerato,2016,196475666
Mitsubishi,Lancer,2016,196477929
Renault,Megane,2022,195110880
Opel,Astra,2004,196473523
Volkswagen,Passat,2019,196478261
Opel,Astra,2021,196383408
Mercedes-Benz,C180,2020,196383466
BYD,L3,2022,195796475
Hyundai,Tucson,2018,195768585
Hyundai,Elantra,2023,196479251
Mitsubishi,Lancer,2018,196479393
Hyundai,Matrix,2010,196479344
Hyundai,Verna,2012,196483510
Chevrolet,Optra,2008,196479625
Daewoo,Lanos,2000,196484809
BMW,X3,2012,196079871
Mercedes-Benz,C200,2022,196485248
Mercedes-Benz,C200,2022,196485276
Opel,Meriva,2016,196256710
MG,MG 5,2020,196487091
Opel,Vectra,2002,196487099
Peugeot,2008,2021,196394981
Toyota,Corolla,2019,196202907
Nissan,Sunny,2017,196479330
Subaru,XV,2018,196487302
Kia,Cerato,2015,196487532
Toyota,Corolla,2017,195796283
Citroen,C5,2020,196350811
Hyundai,Tucson,2021,196443659
Fiat,Grand Punto,2013,196487835
Skoda,Octavia,2014,196487673
Renault,Logan,2019,196487955
Suzuki,Ciaz,2021,196488056
BYD,F3,2017,196488246
Skoda,Octavia,2021,196488031
Fiat,Tipo,2021,196332816
Mitsubishi,Lancer,2008,196483493
Nissan,Qashqai,2016,196489568
Mercedes-Benz,C180,2012,196489740
Audi,A3,2022,196488308
Mercedes-Benz,C180,2013,196489983
Skoda,Octavia,2010,196489642
BMW,528,2011,196490109
Hyundai,Tucson,2017,196489601
Chevrolet,Aveo,2020,196490425
Opel,Astra,2014,196490120
BMW,523,2008,196490142
Mercedes-Benz,C180,2016,196490231
Peugeot,208,2022,196399735
Mercedes-Benz,E200,2020,196487731
Hyundai,Verna,2005,196467009
Skoda,Octavia,2015,196490557
Kia,Picanto,2009,196494354
Renault,Duster,2019,196405966
Jeep,Grand Cherokee,2018,196490828
Kia,Rio,2016,196490506
Hyundai,Elantra,2022,196491045
Toyota,Corolla,2019,196490234
Haval,Jolion,2022,196481611
Fiat,Tipo,2021,196491567
Mercedes-Benz,C200,2022,196491486
Hyundai,Elantra,2019,196491444
Suzuki,Pick up,2022,196454831
Speranza,A516,2007,196495061
Volkswagen,Passat,2019,196491583
Bentley,Flying Spur,2021,191211229
Mercedes-Benz,E200,2002,196496292
BMW,318,2017,195964336
Volkswagen,Golf,2010,196495447
Lada,Other,2008,196473200
Hyundai,Accent,2010,196496589
Daewoo,Nubira,2007,196322398
Renault,Megane,2018,196495619
Opel,Grandland,2018,195067997
Fiat,Siena,2002,196495678
BMW,528,2016,196500134
Suzuki,Van,2017,196499856
Ford,Focus,2013,196499996
Jeep,Renegade,2016,196496977
Mercedes-Benz,E200,2014,196503854
Mercedes-Benz,GLC 250,2020,196349555
Opel,Astra,2007,196503214
Toyota,Corolla,2020,196504195
Nissan,Qashqai,2022,196504794
MG,ZS,2020,196500373
Mercedes-Benz,GLA 200,2020,196506534
Audi,A3,2017,196504391
Peugeot,3008,2019,196420574
Mercedes-Benz,C200,2020,196504939
Land Rover,Range Rover Sport,2020,196477221
Mercedes-Benz,E200,2022,196505114
Ford,Fiesta,2012,196505183
Kia,Cerato,2022,196094821
Nissan,Sunny,2020,196505324
Kia,Rio,2001,196497545
Hyundai,Tucson,2019,196505677
Chevrolet,Pickup/Dababa,2021,196505446
Volkswagen,Passat,2021,196510021
Hyundai,Coupe,2005,196505493
Kia,Cerato,2014,196509389
Nissan,Sunny,2013,196509493
Mercedes-Benz,E300,2010,196508374
Nissan,Sunny,2016,196509464
Kia,Cerato,2013,196505593
Renault,Sandero,2012,196509662
Toyota,Fortuner,2017,196509725
Kia,Xceed,2022,196443187
Peugeot,2008,2021,196513803
Nissan,Sentra,2019,196508213
Skoda,Octavia,2009,196510701
Honda,Civic,2008,196513128
Chery,Tiggo,2021,196394392
Ssang Yong,Tivoli XLV,2017,196395566
Jeep,Grand Cherokee,2019,196258362
Land Rover,Range Rover Vogue,2019,196391258
BMW,X6,2019,196513375
Volkswagen,Caddy,2008,196427193
Mercedes-Benz,C200,2022,196513434
Peugeot,301,2021,195766335
MG,MG 5,2022,195766389
Hyundai,Elantra,2017,196517188
Brilliance,V5,2014,196507778
Skoda,Kodiaq,2020,196514998
Nissan,Sunny,2022,196480702
Hyundai,Elantra,2017,196349351
Volkswagen,Tiguan,2018,196515484
MG,RX5,2019,196515915
Mercedes-Benz,GLA 200,2016,196435479
Opel,Astra,2015,196515922
Kia,Cerato,2017,196503933
Brilliance,Galena,2008,196502872
Volkswagen,Passat,2008,196517475
Land Rover,Range Rover Vogue,2020,196421156
Mercedes-Benz,GLC 300,2022,196112905
Mercedes-Benz,B150,2007,196454146
BMW,418,2016,196517919
Mitsubishi,Eclipse,2019,196515331
Opel,Insignia,2018,196483663
Chery,Tiggo,2017,196483202
